condition,algorithm,snr_db,sample_id,error_m,est_x_m,est_y_m
1000Hz_1,MUSIC_CSDM,15,bubble 20 1000Hz .wav,0.355729,-0.277778,1.222222
1000Hz_1,CBF,10,bubble 20 1000Hz .wav,5.000077,0.027778,6.000000
1000Hz_1,MVDR,10,bubble 20 1000Hz .wav,1.001542,-0.055556,0.000000
1000Hz_1,MUSIC,10,bubble 20 1000Hz .wav,1.705565,1.027778,2.361111
1000Hz_1,MUSIC_CSDM,10,bubble 20 1000Hz .wav,2.681095,0.277778,3.666667
1000Hz_1,CBF,5,bubble 20 1000Hz .wav,5.007710,0.277778,6.000000
1000Hz_1,MVDR,5,bubble 20 1000Hz .wav,1.001542,-0.055556,0.000000
1000Hz_1,MUSIC,5,bubble 20 1000Hz .wav,0.920447,0.083333,1.916667
1000Hz_1,MUSIC_CSDM,5,bubble 20 1000Hz .wav,0.865134,-0.083333,0.138889
1000Hz_1,CBF,0,bubble 20 1000Hz .wav,4.528119,-0.055556,5.527778
1000Hz_1,MVDR,0,bubble 20 1000Hz .wav,1.001542,-0.055556,0.000000
1000Hz_1,MUSIC,0,bubble 20 1000Hz .wav,1.916868,1.916667,1.027778
1000Hz_1,MUSIC_CSDM,0,bubble 20 1000Hz .wav,1.528030,-0.694444,2.361111
1000Hz_1,CBF,-5,bubble 20 1000Hz .wav,1.585281,-1.555556,1.305556
1000Hz_1,MVDR,-5,bubble 20 1000Hz .wav,0.730719,-0.111111,0.277778
1000Hz_1,MUSIC,-5,bubble 20 1000Hz .wav,0.648479,0.638889,0.888889
1000Hz_1,MUSIC_CSDM,-5,bubble 20 1000Hz .wav,2.046715,-2.027778,1.277778
1000Hz_1,CBF,-10,bubble 20 1000Hz .wav,0.686061,0.250000,1.638889
1000Hz_1,MVDR,-10,bubble 20 1000Hz .wav,0.306816,-0.027778,0.694444
1000Hz_1,MUSIC,-10,bubble 20 1000Hz .wav,0.729134,0.222222,0.305556
1000Hz_1,MUSIC_CSDM,-10,bubble 20 1000Hz .wav,0.439205,-0.138889,0.583333
1000Hz_1,CBF,-15,bubble 20 1000Hz .wav,0.806034,-0.805556,0.972222
1000Hz_1,MVDR,-15,bubble 20 1000Hz .wav,3.060098,-2.944444,1.833333
1000Hz_1,MUSIC,-15,bubble 20 1000Hz .wav,4.988026,2.611111,5.250000
1000Hz_1,MUSIC_CSDM,-15,bubble 20 1000Hz .wav,2.589747,-2.388889,0.000000
1000Hz_1,CBF,-20,bubble 20 1000Hz .wav,2.018625,1.666667,2.138889
1000Hz_1,MVDR,-20,bubble 20 1000Hz .wav,1.454293,1.277778,1.694444
1000Hz_1,MUSIC,-20,bubble 20 1000Hz .wav,0.970236,0.944444,1.222222
1000Hz_1,MUSIC_CSDM,-20,bubble 20 1000Hz .wav,2.223958,2.194444,1.361111
11000Hz_1,CBF,clean,bubble 01 11000Hz .wav,2.838367,2.777778,1.583333
11000Hz_1,MVDR,clean,bubble 01 11000Hz .wav,0.141639,-0.027778,0.861111
11000Hz_1,MUSIC,clean,bubble 01 11000Hz .wav,1.861940,-0.055556,2.861111
11000Hz_1,MUSIC_CSDM,clean,bubble 01 11000Hz .wav,0.168966,-0.027778,0.833333
11000Hz_1,CBF,20,bubble 01 11000Hz .wav,2.838367,2.777778,1.583333
11000Hz_1,MVDR,20,bubble 01 11000Hz .wav,0.141639,-0.027778,0.861111
11000Hz_1,MUSIC,20,bubble 01 11000Hz .wav,1.806410,-0.055556,2.805556
11000Hz_1,MUSIC_CSDM,20,bubble 01 11000Hz .wav,4.638307,-1.416667,5.416667
11000Hz_1,CBF,15,bubble 01 11000Hz .wav,2.838367,2.777778,1.583333
11000Hz_1,MVDR,15,bubble 01 11000Hz .wav,0.141639,-0.027778,0.861111
11000Hz_1,MUSIC,15,bubble 01 11000Hz .wav,1.057746,0.416667,1.972222
11000Hz_1,MUSIC_CSDM,15,bubble 01 11000Hz .wav,0.168966,-0.027778,0.833333
11000Hz_1,CBF,10,bubble 01 11000Hz .wav,1.662263,-1.638889,0.722222
11000Hz_1,MVDR,10,bubble 01 11000Hz .wav,0.141639,-0.027778,0.861111
11000Hz_1,MUSIC,10,bubble 01 11000Hz .wav,1.861940,-0.055556,2.861111
11000Hz_1,MUSIC_CSDM,10,bubble 01 11000Hz .wav,0.141639,-0.027778,0.861111
11000Hz_1,CBF,5,bubble 01 11000Hz .wav,1.662263,-1.638889,0.722222
11000Hz_1,MVDR,5,bubble 01 11000Hz .wav,0.141639,-0.027778,0.861111
11000Hz_1,MUSIC,5,bubble 01 11000Hz .wav,3.031343,1.388889,3.694444
11000Hz_1,MUSIC_CSDM,5,bubble 01 11000Hz .wav,0.168966,-0.027778,0.833333
11000Hz_1,CBF,0,bubble 01 11000Hz .wav,2.871341,2.805556,1.611111
11000Hz_1,MVDR,0,bubble 01 11000Hz .wav,0.141639,-0.027778,0.861111
11000Hz_1,MUSIC,0,bubble 01 11000Hz .wav,2.239516,0.277778,3.222222
11000Hz_1,MUSIC_CSDM,0,bubble 01 11000Hz .wav,2.555707,2.555556,0.972222
11000Hz_1,CBF,-5,bubble 01 11000Hz .wav,0.527778,0.000000,1.527778
11000Hz_1,MVDR,-5,bubble 01 11000Hz .wav,0.680981,0.666667,0.861111
11000Hz_1,MUSIC,-5,bubble 01 11000Hz .wav,1.459854,-1.361111,0.472222
11000Hz_1,MUSIC_CSDM,-5,bubble 01 11000Hz .wav,0.680981,0.666667,0.861111
11000Hz_1,CBF,-10,bubble 01 11000Hz .wav,0.472222,0.000000,1.472222
11000Hz_1,MVDR,-10,bubble 01 11000Hz .wav,1.448712,1.222222,0.222222
11000Hz_1,MUSIC,-10,bubble 01 11000Hz .wav,2.027778,1.333333,2.527778
11000Hz_1,MUSIC_CSDM,-10,bubble 01 11000Hz .wav,1.448712,1.222222,0.222222
11000Hz_1,CBF,-15,bubble 01 11000Hz .wav,3.059593,-1.500000,3.666667
11000Hz_1,MVDR,-15,bubble 01 11000Hz .wav,0.782229,-0.083333,0.222222
11000Hz_1,MUSIC,-15,bubble 01 11000Hz .wav,1.206016,1.055556,1.583333
11000Hz_1,MUSIC_CSDM,-15,bubble 01 11000Hz .wav,0.782229,-0.083333,0.222222
11000Hz_1,CBF,-20,bubble 01 11000Hz .wav,1.793335,-1.722222,1.500000
11000Hz_1,MVDR,-20,bubble 01 11000Hz .wav,1.166005,1.138889,1.250000
11000Hz_1,MUSIC,-20,bubble 01 11000Hz .wav,2.251543,2.250000,0.916667
11000Hz_1,MUSIC_CSDM,-20,bubble 01 11000Hz .wav,1.166005,1.138889,1.250000
11000Hz_1,CBF,clean,bubble 02 11000Hz .wav,2.838367,2.777778,1.583333
11000Hz_1,MVDR,clean,bubble 02 11000Hz .wav,0.141639,-0.027778,0.861111
11000Hz_1,MUSIC,clean,bubble 02 11000Hz .wav,1.422103,1.388889,1.305556
11000Hz_1,MUSIC_CSDM,clean,bubble 02 11000Hz .wav,0.062113,-0.027778,0.944444
11000Hz_1,CBF,20,bubble 02 11000Hz .wav,2.838367,2.777778,1.583333
11000Hz_1,MVDR,20,bubble 02 11000Hz .wav,0.141639,-0.027778,0.861111
11000Hz_1,MUSIC,20,bubble 02 11000Hz .wav,1.081908,-0.805556,0.277778
11000Hz_1,MUSIC_CSDM,20,bubble 02 11000Hz .wav,0.062113,-0.027778,0.944444
11000Hz_1,CBF,15,bubble 02 11000Hz .wav,2.838367,2.777778,1.583333
11000Hz_1,MVDR,15,bubble 02 11000Hz .wav,0.141639,-0.027778,0.861111
11000Hz_1,MUSIC,15,bubble 02 11000Hz .wav,0.062113,-0.027778,0.944444
11000Hz_1,MUSIC_CSDM,15,bubble 02 11000Hz .wav,0.141639,-0.027778,0.861111
11000Hz_1,CBF,10,bubble 02 11000Hz .wav,2.838367,2.777778,1.583333
11000Hz_1,MVDR,10,bubble 02 11000Hz .wav,0.141639,-0.027778,0.861111
11000Hz_1,MUSIC,10,bubble 02 11000Hz .wav,3.568228,-0.694444,4.500000
11000Hz_1,MUSIC_CSDM,10,bubble 02 11000Hz .wav,5.250073,2.750000,5.472222
11000Hz_1,CBF,5,bubble 02 11000Hz .wav,2.838367,2.777778,1.583333
11000Hz_1,MVDR,5,bubble 02 11000Hz .wav,4.483853,-2.500000,4.722222
11000Hz_1,MUSIC,5,bubble 02 11000Hz .wav,2.857873,1.222222,3.583333
11000Hz_1,MUSIC_CSDM,5,bubble 02 11000Hz .wav,1.625653,1.361111,0.111111
11000Hz_1,CBF,0,bubble 02 11000Hz .wav,2.832789,2.777778,1.555556
11000Hz_1,MVDR,0,bubble 02 11000Hz .wav,3.662455,-0.611111,4.611111
11000Hz_1,MUSIC,0,bubble 02 11000Hz .wav,2.226558,-1.694444,2.444444
11000Hz_1,MUSIC_CSDM,0,bubble 02 11000Hz .wav,0.933763,-0.472222,0.194444
11000Hz_1,CBF,-5,bubble 02 11000Hz .wav,1.662263,-1.638889,0.722222
11000Hz_1,MVDR,-5,bubble 02 11000Hz .wav,0.168966,-0.027778,0.833333
11000Hz_1,MUSIC,-5,bubble 02 11000Hz .wav,3.609936,2.777778,3.305556
11000Hz_1,MUSIC_CSDM,-5,bubble 02 11000Hz .wav,0.141639,-0.027778,0.861111
11000Hz_1,CBF,-10,bubble 02 11000Hz .wav,1.037863,0.277778,0.000000
11000Hz_1,MVDR,-10,bubble 02 11000Hz .wav,0.747940,-0.388889,1.638889
11000Hz_1,MUSIC,-10,bubble 02 11000Hz .wav,0.848019,-0.722222,1.444444
11000Hz_1,MUSIC_CSDM,-10,bubble 02 11000Hz .wav,0.747940,-0.388889,1.638889
11000Hz_1,CBF,-15,bubble 02 11000Hz .wav,3.568228,0.694444,4.500000
11000Hz_1,MVDR,-15,bubble 02 11000Hz .wav,0.878410,0.277778,1.833333
11000Hz_1,MUSIC,-15,bubble 02 11000Hz .wav,2.231232,2.111111,0.277778
11000Hz_1,MUSIC_CSDM,-15,bubble 02 11000Hz .wav,0.904805,0.277778,1.861111
11000Hz_1,CBF,-20,bubble 02 11000Hz .wav,1.433990,0.527778,2.333333
11000Hz_1,MVDR,-20,bubble 02 11000Hz .wav,2.809403,-0.694444,3.722222
11000Hz_1,MUSIC,-20,bubble 02 11000Hz .wav,0.844828,-0.611111,0.416667
11000Hz_1,MUSIC_CSDM,-20,bubble 02 11000Hz .wav,2.809403,-0.694444,3.722222
11000Hz_1,CBF,clean,bubble 03 11000Hz .wav,2.838367,2.777778,1.583333
11000Hz_1,MVDR,clean,bubble 03 11000Hz .wav,0.141639,-0.027778,0.861111
11000Hz_1,MUSIC,clean,bubble 03 11000Hz .wav,1.422103,-0.305556,2.388889
11000Hz_1,MUSIC_CSDM,clean,bubble 03 11000Hz .wav,0.168966,-0.027778,0.833333
11000Hz_1,CBF,20,bubble 03 11000Hz .wav,2.838367,2.777778,1.583333
11000Hz_1,MVDR,20,bubble 03 11000Hz .wav,0.141639,-0.027778,0.861111
11000Hz_1,MUSIC,20,bubble 03 11000Hz .wav,0.762752,-0.416667,0.361111
11000Hz_1,MUSIC_CSDM,20,bubble 03 11000Hz .wav,0.196419,-0.027778,0.805556
11000Hz_1,CBF,15,bubble 03 11000Hz .wav,2.838367,2.777778,1.583333
11000Hz_1,MVDR,15,bubble 03 11000Hz .wav,0.141639,-0.027778,0.861111
11000Hz_1,MUSIC,15,bubble 03 11000Hz .wav,1.243812,-0.611111,2.083333
11000Hz_1,MUSIC_CSDM,15,bubble 03 11000Hz .wav,4.685560,-2.694444,4.833333
11000Hz_1,CBF,10,bubble 03 11000Hz .wav,2.838367,2.777778,1.583333
11000Hz_1,MVDR,10,bubble 03 11000Hz .wav,0.141639,-0.027778,0.861111
11000Hz_1,MUSIC,10,bubble 03 11000Hz .wav,0.533594,-0.416667,0.666667
11000Hz_1,MUSIC_CSDM,10,bubble 03 11000Hz .wav,1.343710,-1.333333,1.166667
11000Hz_1,CBF,5,bubble 03 11000Hz .wav,2.800187,2.750000,1.527778
11000Hz_1,MVDR,5,bubble 03 11000Hz .wav,0.141639,-0.027778,0.861111
11000Hz_1,MUSIC,5,bubble 03 11000Hz .wav,3.958991,-3.000000,3.583333
11000Hz_1,MUSIC_CSDM,5,bubble 03 11000Hz .wav,0.117851,0.083333,1.083333
11000Hz_1,CBF,0,bubble 03 11000Hz .wav,1.634882,-1.611111,0.722222
11000Hz_1,MVDR,0,bubble 03 11000Hz .wav,0.141639,-0.027778,0.861111
11000Hz_1,MUSIC,0,bubble 03 11000Hz .wav,1.537846,-1.472222,1.444444
11000Hz_1,MUSIC_CSDM,0,bubble 03 11000Hz .wav,0.290009,-0.277778,1.083333
11000Hz_1,CBF,-5,bubble 03 11000Hz .wav,2.832789,2.777778,1.555556
11000Hz_1,MVDR,-5,bubble 03 11000Hz .wav,0.809854,-0.083333,0.194444
11000Hz_1,MUSIC,-5,bubble 03 11000Hz .wav,0.447903,0.388889,0.777778
11000Hz_1,MUSIC_CSDM,-5,bubble 03 11000Hz .wav,2.851386,-2.333333,2.638889
11000Hz_1,CBF,-10,bubble 03 11000Hz .wav,0.828691,0.638889,1.527778
11000Hz_1,MVDR,-10,bubble 03 11000Hz .wav,1.472222,-1.250000,0.222222
11000Hz_1,MUSIC,-10,bubble 03 11000Hz .wav,1.394987,-1.361111,1.305556
11000Hz_1,MUSIC_CSDM,-10,bubble 03 11000Hz .wav,1.472222,-1.250000,0.222222
11000Hz_1,CBF,-15,bubble 03 11000Hz .wav,0.500771,0.500000,0.972222
11000Hz_1,MVDR,-15,bubble 03 11000Hz .wav,1.042685,0.777778,0.305556
11000Hz_1,MUSIC,-15,bubble 03 11000Hz .wav,2.799085,2.138889,2.805556
11000Hz_1,MUSIC_CSDM,-15,bubble 03 11000Hz .wav,1.042685,0.777778,0.305556
11000Hz_1,CBF,-20,bubble 03 11000Hz .wav,0.455589,0.361111,0.722222
11000Hz_1,MVDR,-20,bubble 03 11000Hz .wav,2.240377,0.666667,3.138889
11000Hz_1,MUSIC,-20,bubble 03 11000Hz .wav,0.316715,0.250000,0.805556
11000Hz_1,MUSIC_CSDM,-20,bubble 03 11000Hz .wav,2.240377,0.666667,3.138889
11000Hz_1,CBF,clean,bubble 04 11000Hz .wav,2.838367,2.777778,1.583333
11000Hz_1,MVDR,clean,bubble 04 11000Hz .wav,0.141639,-0.027778,0.861111
11000Hz_1,MUSIC,clean,bubble 04 11000Hz .wav,0.555556,0.000000,1.555556
11000Hz_1,MUSIC_CSDM,clean,bubble 04 11000Hz .wav,4.446614,-0.138889,5.444444
11000Hz_1,CBF,20,bubble 04 11000Hz .wav,2.838367,2.777778,1.583333
11000Hz_1,MVDR,20,bubble 04 11000Hz .wav,0.141639,-0.027778,0.861111
11000Hz_1,MUSIC,20,bubble 04 11000Hz .wav,1.853633,0.611111,2.750000
11000Hz_1,MUSIC_CSDM,20,bubble 04 11000Hz .wav,4.624145,-2.666667,4.777778
11000Hz_1,CBF,15,bubble 04 11000Hz .wav,2.838367,2.777778,1.583333
11000Hz_1,MVDR,15,bubble 04 11000Hz .wav,0.141639,-0.027778,0.861111
11000Hz_1,MUSIC,15,bubble 04 11000Hz .wav,0.933350,0.555556,0.250000
11000Hz_1,MUSIC_CSDM,15,bubble 04 11000Hz .wav,1.607515,0.500000,2.527778
11000Hz_1,CBF,10,bubble 04 11000Hz .wav,2.838367,2.777778,1.583333
11000Hz_1,MVDR,10,bubble 04 11000Hz .wav,0.141639,-0.027778,0.861111
11000Hz_1,MUSIC,10,bubble 04 11000Hz .wav,1.525503,-1.500000,1.277778
11000Hz_1,MUSIC_CSDM,10,bubble 04 11000Hz .wav,4.378416,2.305556,4.722222
11000Hz_1,CBF,5,bubble 04 11000Hz .wav,2.832789,2.777778,1.555556
11000Hz_1,MVDR,5,bubble 04 11000Hz .wav,0.141639,-0.027778,0.861111
11000Hz_1,MUSIC,5,bubble 04 11000Hz .wav,0.452189,-0.333333,0.694444
11000Hz_1,MUSIC_CSDM,5,bubble 04 11000Hz .wav,2.416028,2.305556,0.277778
11000Hz_1,CBF,0,bubble 04 11000Hz .wav,0.412946,0.305556,1.277778
11000Hz_1,MVDR,0,bubble 04 11000Hz .wav,0.708197,0.638889,0.694444
11000Hz_1,MUSIC,0,bubble 04 11000Hz .wav,2.303547,-1.277778,2.916667
11000Hz_1,MUSIC_CSDM,0,bubble 04 11000Hz .wav,2.417305,-2.416667,0.944444
11000Hz_1,CBF,-5,bubble 04 11000Hz .wav,2.832789,2.777778,1.555556
11000Hz_1,MVDR,-5,bubble 04 11000Hz .wav,2.931576,2.861111,1.638889
11000Hz_1,MUSIC,-5,bubble 04 11000Hz .wav,2.084074,-0.055556,3.083333
11000Hz_1,MUSIC_CSDM,-5,bubble 04 11000Hz .wav,2.931576,2.861111,1.638889
11000Hz_1,CBF,-10,bubble 04 11000Hz .wav,2.865557,2.805556,1.583333
11000Hz_1,MVDR,-10,bubble 04 11000Hz .wav,0.745356,-0.666667,0.666667
11000Hz_1,MUSIC,-10,bubble 04 11000Hz .wav,2.718393,-2.666667,1.527778
11000Hz_1,MUSIC_CSDM,-10,bubble 04 11000Hz .wav,0.745356,-0.666667,0.666667
11000Hz_1,CBF,-15,bubble 04 11000Hz .wav,0.762752,-0.416667,1.638889
11000Hz_1,MVDR,-15,bubble 04 11000Hz .wav,1.431836,-1.361111,1.444444
11000Hz_1,MUSIC,-15,bubble 04 11000Hz .wav,3.820530,-0.861111,4.722222
11000Hz_1,MUSIC_CSDM,-15,bubble 04 11000Hz .wav,1.431836,-1.361111,1.444444
11000Hz_1,CBF,-20,bubble 04 11000Hz .wav,0.909908,-0.888889,0.805556
11000Hz_1,MVDR,-20,bubble 04 11000Hz .wav,0.839790,-0.472222,0.305556
11000Hz_1,MUSIC,-20,bubble 04 11000Hz .wav,2.182457,1.611111,2.472222
11000Hz_1,MUSIC_CSDM,-20,bubble 04 11000Hz .wav,0.839790,-0.472222,0.305556
11000Hz_1,CBF,clean,bubble 05 11000Hz .wav,2.838367,2.777778,1.583333
11000Hz_1,MVDR,clean,bubble 05 11000Hz .wav,0.141639,-0.027778,0.861111
11000Hz_1,MUSIC,clean,bubble 05 11000Hz .wav,1.889706,-0.055556,2.888889
11000Hz_1,MUSIC_CSDM,clean,bubble 05 11000Hz .wav,4.668733,-0.138889,5.666667
11000Hz_1,CBF,20,bubble 05 11000Hz .wav,2.838367,2.777778,1.583333
11000Hz_1,MVDR,20,bubble 05 11000Hz .wav,0.141639,-0.027778,0.861111
11000Hz_1,MUSIC,20,bubble 05 11000Hz .wav,0.703277,-0.694444,0.888889
11000Hz_1,MUSIC_CSDM,20,bubble 05 11000Hz .wav,1.554811,0.500000,2.472222
11000Hz_1,CBF,15,bubble 05 11000Hz .wav,2.838367,2.777778,1.583333
11000Hz_1,MVDR,15,bubble 05 11000Hz .wav,0.141639,-0.027778,0.861111
11000Hz_1,MUSIC,15,bubble 05 11000Hz .wav,3.165326,2.138889,3.333333
11000Hz_1,MUSIC_CSDM,15,bubble 05 11000Hz .wav,0.168966,-0.027778,0.833333
11000Hz_1,CBF,10,bubble 05 11000Hz .wav,2.838367,2.777778,1.583333
11000Hz_1,MVDR,10,bubble 05 11000Hz .wav,0.141639,-0.027778,0.861111
11000Hz_1,MUSIC,10,bubble 05 11000Hz .wav,2.800187,-0.527778,3.750000
11000Hz_1,MUSIC_CSDM,10,bubble 05 11000Hz .wav,0.913716,-0.861111,1.305556
11000Hz_1,CBF,5,bubble 05 11000Hz .wav,1.662263,-1.638889,0.722222
11000Hz_1,MVDR,5,bubble 05 11000Hz .wav,0.141639,-0.027778,0.861111
11000Hz_1,MUSIC,5,bubble 05 11000Hz .wav,0.062113,-0.055556,1.027778
11000Hz_1,MUSIC_CSDM,5,bubble 05 11000Hz .wav,4.388977,-2.611111,4.527778
11000Hz_1,CBF,0,bubble 05 11000Hz .wav,2.838367,2.777778,1.583333
11000Hz_1,MVDR,0,bubble 05 11000Hz .wav,0.168966,-0.027778,0.833333
11000Hz_1,MUSIC,0,bubble 05 11000Hz .wav,0.262055,0.222222,1.138889
11000Hz_1,MUSIC_CSDM,0,bubble 05 11000Hz .wav,1.501028,-0.055556,2.500000
11000Hz_1,CBF,-5,bubble 05 11000Hz .wav,0.500000,0.000000,1.500000
11000Hz_1,MVDR,-5,bubble 05 11000Hz .wav,0.906935,-0.416667,0.194444
11000Hz_1,MUSIC,-5,bubble 05 11000Hz .wav,0.896667,0.861111,1.250000
11000Hz_1,MUSIC_CSDM,-5,bubble 05 11000Hz .wav,0.906935,-0.416667,0.194444
11000Hz_1,CBF,-10,bubble 05 11000Hz .wav,1.001542,0.944444,0.666667
11000Hz_1,MVDR,-10,bubble 05 11000Hz .wav,0.919608,0.388889,0.166667
11000Hz_1,MUSIC,-10,bubble 05 11000Hz .wav,3.337613,-1.277778,4.083333
11000Hz_1,MUSIC_CSDM,-10,bubble 05 11000Hz .wav,0.919608,0.388889,0.166667
11000Hz_1,CBF,-15,bubble 05 11000Hz .wav,0.943218,0.222222,0.083333
11000Hz_1,MVDR,-15,bubble 05 11000Hz .wav,1.756821,1.666667,0.444444
11000Hz_1,MUSIC,-15,bubble 05 11000Hz .wav,1.674979,1.666667,1.166667
11000Hz_1,MUSIC_CSDM,-15,bubble 05 11000Hz .wav,1.756821,1.666667,0.444444
11000Hz_1,CBF,-20,bubble 05 11000Hz .wav,0.277778,0.000000,1.277778
11000Hz_1,MVDR,-20,bubble 05 11000Hz .wav,0.828691,-0.527778,1.638889
11000Hz_1,MUSIC,-20,bubble 05 11000Hz .wav,3.056187,0.583333,4.000000
11000Hz_1,MUSIC_CSDM,-20,bubble 05 11000Hz .wav,0.828691,-0.527778,1.638889
11000Hz_1,CBF,clean,bubble 06 11000Hz .wav,2.838367,2.777778,1.583333
11000Hz_1,MVDR,clean,bubble 06 11000Hz .wav,0.141639,-0.027778,0.861111
11000Hz_1,MUSIC,clean,bubble 06 11000Hz .wav,0.611111,0.000000,1.611111
11000Hz_1,MUSIC_CSDM,clean,bubble 06 11000Hz .wav,4.696499,-0.138889,5.694444
11000Hz_1,CBF,20,bubble 06 11000Hz .wav,2.838367,2.777778,1.583333
11000Hz_1,MVDR,20,bubble 06 11000Hz .wav,0.141639,-0.027778,0.861111
11000Hz_1,MUSIC,20,bubble 06 11000Hz .wav,0.982093,-0.138889,1.972222
11000Hz_1,MUSIC_CSDM,20,bubble 06 11000Hz .wav,0.695000,-0.027778,1.694444
11000Hz_1,CBF,15,bubble 06 11000Hz .wav,2.838367,2.777778,1.583333
11000Hz_1,MVDR,15,bubble 06 11000Hz .wav,0.141639,-0.027778,0.861111
11000Hz_1,MUSIC,15,bubble 06 11000Hz .wav,3.004754,-2.916667,1.722222
11000Hz_1,MUSIC_CSDM,15,bubble 06 11000Hz .wav,0.062113,-0.027778,0.944444
11000Hz_1,CBF,10,bubble 06 11000Hz .wav,2.838367,2.777778,1.583333
11000Hz_1,MVDR,10,bubble 06 11000Hz .wav,0.141639,-0.027778,0.861111
11000Hz_1,MUSIC,10,bubble 06 11000Hz .wav,0.394796,-0.305556,1.250000
11000Hz_1,MUSIC_CSDM,10,bubble 06 11000Hz .wav,1.304373,1.166667,0.416667
11000Hz_1,CBF,5,bubble 06 11000Hz .wav,2.838367,2.777778,1.583333
11000Hz_1,MVDR,5,bubble 06 11000Hz .wav,0.141639,-0.027778,0.861111
11000Hz_1,MUSIC,5,bubble 06 11000Hz .wav,1.356568,-1.333333,0.750000
11000Hz_1,MUSIC_CSDM,5,bubble 06 11000Hz .wav,1.186667,0.638889,0.000000
11000Hz_1,CBF,0,bubble 06 11000Hz .wav,2.871341,2.805556,1.611111
11000Hz_1,MVDR,0,bubble 06 11000Hz .wav,3.031725,2.944444,1.722222
11000Hz_1,MUSIC,0,bubble 06 11000Hz .wav,1.424001,0.500000,2.333333
11000Hz_1,MUSIC_CSDM,0,bubble 06 11000Hz .wav,3.099183,3.000000,1.777778
11000Hz_1,CBF,-5,bubble 06 11000Hz .wav,4.068188,-1.194444,4.888889
11000Hz_1,MVDR,-5,bubble 06 11000Hz .wav,0.660270,-0.250000,0.388889
11000Hz_1,MUSIC,-5,bubble 06 11000Hz .wav,0.985230,-0.361111,1.916667
11000Hz_1,MUSIC_CSDM,-5,bubble 06 11000Hz .wav,0.660270,-0.250000,0.388889
11000Hz_1,CBF,-10,bubble 06 11000Hz .wav,1.274755,-1.250000,0.750000
11000Hz_1,MVDR,-10,bubble 06 11000Hz .wav,0.310565,0.277778,1.138889
11000Hz_1,MUSIC,-10,bubble 06 11000Hz .wav,2.808854,-2.472222,2.333333
11000Hz_1,MUSIC_CSDM,-10,bubble 06 11000Hz .wav,0.310565,0.277778,1.138889
11000Hz_1,CBF,-15,bubble 06 11000Hz .wav,1.042685,0.777778,1.694444
11000Hz_1,MVDR,-15,bubble 06 11000Hz .wav,0.889323,0.555556,0.305556
11000Hz_1,MUSIC,-15,bubble 06 11000Hz .wav,0.727014,0.722222,1.083333
11000Hz_1,MUSIC_CSDM,-15,bubble 06 11000Hz .wav,0.889323,0.555556,0.305556
11000Hz_1,CBF,-20,bubble 06 11000Hz .wav,0.708197,0.305556,0.361111
11000Hz_1,MVDR,-20,bubble 06 11000Hz .wav,3.383534,-0.722222,4.305556
11000Hz_1,MUSIC,-20,bubble 06 11000Hz .wav,3.279778,2.916667,2.500000
11000Hz_1,MUSIC_CSDM,-20,bubble 06 11000Hz .wav,3.383534,-0.722222,4.305556
11000Hz_1,CBF,clean,bubble 07 11000Hz .wav,2.838367,2.777778,1.583333
11000Hz_1,MVDR,clean,bubble 07 11000Hz .wav,0.141639,-0.027778,0.861111
11000Hz_1,MUSIC,clean,bubble 07 11000Hz .wav,0.716860,0.416667,0.416667
11000Hz_1,MUSIC_CSDM,clean,bubble 07 11000Hz .wav,0.062113,-0.027778,0.944444
11000Hz_1,CBF,20,bubble 07 11000Hz .wav,2.838367,2.777778,1.583333
11000Hz_1,MVDR,20,bubble 07 11000Hz .wav,0.141639,-0.027778,0.861111
11000Hz_1,MUSIC,20,bubble 07 11000Hz .wav,1.931305,1.250000,2.472222
11000Hz_1,MUSIC_CSDM,20,bubble 07 11000Hz .wav,0.062113,-0.027778,0.944444
11000Hz_1,CBF,15,bubble 07 11000Hz .wav,2.838367,2.777778,1.583333
11000Hz_1,MVDR,15,bubble 07 11000Hz .wav,0.141639,-0.027778,0.861111
11000Hz_1,MUSIC,15,bubble 07 11000Hz .wav,2.331514,-0.861111,3.166667
11000Hz_1,MUSIC_CSDM,15,bubble 07 11000Hz .wav,1.124914,-0.611111,1.944444
11000Hz_1,CBF,10,bubble 07 11000Hz .wav,2.838367,2.777778,1.583333
11000Hz_1,MVDR,10,bubble 07 11000Hz .wav,0.141639,-0.027778,0.861111
11000Hz_1,MUSIC,10,bubble 07 11000Hz .wav,2.144473,2.055556,1.611111
11000Hz_1,MUSIC_CSDM,10,bubble 07 11000Hz .wav,0.141639,-0.027778,0.861111
11000Hz_1,CBF,5,bubble 07 11000Hz .wav,2.838367,2.777778,1.583333
11000Hz_1,MVDR,5,bubble 07 11000Hz .wav,0.141639,-0.027778,0.861111
11000Hz_1,MUSIC,5,bubble 07 11000Hz .wav,2.439547,-2.416667,1.333333
11000Hz_1,MUSIC_CSDM,5,bubble 07 11000Hz .wav,0.920447,-0.916667,0.916667
11000Hz_1,CBF,0,bubble 07 11000Hz .wav,2.871341,2.805556,1.611111
11000Hz_1,MVDR,0,bubble 07 11000Hz .wav,3.003213,-3.000000,0.861111
11000Hz_1,MUSIC,0,bubble 07 11000Hz .wav,2.373334,-1.277778,3.000000
11000Hz_1,MUSIC_CSDM,0,bubble 07 11000Hz .wav,3.003213,-3.000000,0.861111
