algorithm,signal_type,distance_m,sample_id,error_m,est_x_m,est_y_m,freq_band_Hz
MUSIC_CSDM,projector,2,bubble 03 13000Hz .wav,1.864425,0.888889,3.638889,1000-12000
CBF,projector,2,bubble 04 13000Hz .wav,3.004626,-0.166667,5.000000,1000-12000
MVDR,projector,2,bubble 04 13000Hz .wav,2.812286,-0.194444,4.805556,1000-12000
MUSIC,projector,2,bubble 04 13000Hz .wav,3.364324,-1.055556,5.194444,1000-12000
MUSIC_CSDM,projector,2,bubble 04 13000Hz .wav,2.533266,-0.166667,4.527778,1000-12000
CBF,projector,2,bubble 05 13000Hz .wav,0.055556,-0.055556,2.000000,1000-12000
MVDR,projector,2,bubble 05 13000Hz .wav,2.812286,-0.194444,4.805556,1000-12000
MUSIC,projector,2,bubble 05 13000Hz .wav,1.876183,0.805556,0.305556,1000-12000
MUSIC_CSDM,projector,2,bubble 05 13000Hz .wav,0.485118,-0.111111,1.527778,1000-12000
CBF,projector,2,bubble 06 13000Hz .wav,2.869728,-1.305556,4.555556,1000-12000
MVDR,projector,2,bubble 06 13000Hz .wav,0.404451,-0.111111,1.611111,1000-12000
MUSIC,projector,2,bubble 06 13000Hz .wav,2.120047,-1.111111,3.805556,1000-12000
MUSIC_CSDM,projector,2,bubble 06 13000Hz .wav,1.441503,-0.611111,0.694444,1000-12000
CBF,projector,2,bubble 07 13000Hz .wav,1.881727,0.277778,3.861111,1000-12000
MVDR,projector,2,bubble 07 13000Hz .wav,2.706018,-0.250000,4.694444,1000-12000
MUSIC,projector,2,bubble 07 13000Hz .wav,2.181926,-1.138889,3.861111,1000-12000
MUSIC_CSDM,projector,2,bubble 07 13000Hz .wav,2.663337,0.750000,4.555556,1000-12000
CBF,projector,2,bubble 08 13000Hz .wav,0.794464,-0.638889,2.472222,1000-12000
MVDR,projector,2,bubble 08 13000Hz .wav,2.650705,-0.250000,4.638889,1000-12000
MUSIC,projector,2,bubble 08 13000Hz .wav,1.631339,1.194444,0.888889,1000-12000
MUSIC_CSDM,projector,2,bubble 08 13000Hz .wav,0.972619,-0.027778,1.027778,1000-12000
CBF,projector,2,bubble 09 13000Hz .wav,2.041619,1.138889,3.694444,1000-12000
MVDR,projector,2,bubble 09 13000Hz .wav,2.766923,-0.305556,4.750000,1000-12000
MUSIC,projector,2,bubble 09 13000Hz .wav,0.989139,-0.777778,2.611111,1000-12000
MUSIC_CSDM,projector,2,bubble 09 13000Hz .wav,1.393326,-1.277778,1.444444,1000-12000
CBF,projector,2,bubble 10 13000Hz .wav,0.724356,-0.611111,2.388889,1000-12000
MVDR,projector,2,bubble 10 13000Hz .wav,2.766923,-0.305556,4.750000,1000-12000
MUSIC,projector,2,bubble 10 13000Hz .wav,3.916667,0.000000,5.916667,1000-12000
MUSIC_CSDM,projector,2,bubble 10 13000Hz .wav,0.027778,-0.027778,2.000000,1000-12000
CBF,projector,2,bubble 11 13000Hz .wav,1.905564,1.138889,3.527778,1000-12000
MVDR,projector,2,bubble 11 13000Hz .wav,2.762737,0.722222,4.666667,1000-12000
MUSIC,projector,2,bubble 11 13000Hz .wav,1.509486,1.472222,2.333333,1000-12000
MUSIC_CSDM,projector,2,bubble 11 13000Hz .wav,1.750000,0.000000,0.250000,1000-12000
CBF,projector,2,bubble 12 13000Hz .wav,2.779999,2.777778,2.111111,1000-12000
MVDR,projector,2,bubble 12 13000Hz .wav,0.539347,0.305556,1.555556,1000-12000
MUSIC,projector,2,bubble 12 13000Hz .wav,1.199601,-0.805556,1.111111,1000-12000
MUSIC_CSDM,projector,2,bubble 12 13000Hz .wav,4.885810,2.805556,6.000000,1000-12000
CBF,projector,2,bubble 13 13000Hz .wav,0.950146,-0.250000,1.083333,1000-12000
MVDR,projector,2,bubble 13 13000Hz .wav,0.923376,-0.250000,1.111111,1000-12000
MUSIC,projector,2,bubble 13 13000Hz .wav,0.733354,0.583333,1.555556,1000-12000
MUSIC_CSDM,projector,2,bubble 13 13000Hz .wav,2.836327,2.805556,1.583333,1000-12000
CBF,projector,2,bubble 14 13000Hz .wav,0.923376,-0.250000,1.111111,1000-12000
MVDR,projector,2,bubble 14 13000Hz .wav,0.923376,-0.250000,1.111111,1000-12000
MUSIC,projector,2,bubble 14 13000Hz .wav,2.808991,-2.805556,2.138889,1000-12000
MUSIC_CSDM,projector,2,bubble 14 13000Hz .wav,4.585437,2.861111,5.583333,1000-12000
CBF,projector,2,bubble 15 13000Hz .wav,0.950146,-0.250000,1.083333,1000-12000
MVDR,projector,2,bubble 15 13000Hz .wav,0.516697,0.305556,1.583333,1000-12000
MUSIC,projector,2,bubble 15 13000Hz .wav,1.757041,1.361111,0.888889,1000-12000
MUSIC_CSDM,projector,2,bubble 15 13000Hz .wav,0.913716,0.305556,1.138889,1000-12000
CBF,projector,2,bubble 16 13000Hz .wav,1.944643,-0.722222,3.805556,1000-12000
MVDR,projector,2,bubble 16 13000Hz .wav,3.033379,1.833333,4.416667,1000-12000
MUSIC,projector,2,bubble 16 13000Hz .wav,2.618341,-2.611111,1.805556,1000-12000
MUSIC_CSDM,projector,2,bubble 16 13000Hz .wav,0.913716,0.305556,1.138889,1000-12000
CBF,projector,2,bubble 17 13000Hz .wav,1.918880,-0.722222,3.777778,1000-12000
MVDR,projector,2,bubble 17 13000Hz .wav,2.820368,0.833333,4.694444,1000-12000
MUSIC,projector,2,bubble 17 13000Hz .wav,1.516372,1.500000,1.777778,1000-12000
MUSIC_CSDM,projector,2,bubble 17 13000Hz .wav,3.490839,2.861111,4.000000,1000-12000
CBF,projector,2,bubble 18 13000Hz .wav,1.918880,-0.722222,3.777778,1000-12000
MVDR,projector,2,bubble 18 13000Hz .wav,2.908189,0.861111,4.777778,1000-12000
MUSIC,projector,2,bubble 18 13000Hz .wav,1.633938,-0.944444,0.666667,1000-12000
MUSIC_CSDM,projector,2,bubble 18 13000Hz .wav,1.781680,0.916667,0.472222,1000-12000
CBF,projector,2,bubble 19 13000Hz .wav,1.831228,-0.694444,3.694444,1000-12000
MVDR,projector,2,bubble 19 13000Hz .wav,2.961299,0.861111,4.833333,1000-12000
MUSIC,projector,2,bubble 19 13000Hz .wav,1.227891,-0.972222,1.250000,1000-12000
MUSIC_CSDM,projector,2,bubble 19 13000Hz .wav,1.595228,0.916667,0.694444,1000-12000
CBF,projector,2,bubble 20 13000Hz .wav,1.779947,-0.694444,3.638889,1000-12000
MVDR,projector,2,bubble 20 13000Hz .wav,2.934732,0.861111,4.805556,1000-12000
MUSIC,projector,2,bubble 20 13000Hz .wav,3.320810,-1.000000,5.166667,1000-12000
MUSIC_CSDM,projector,2,bubble 20 13000Hz .wav,1.781680,0.916667,0.472222,1000-12000
CBF,projector,1,bubble 01 3000Hz .wav,2.914947,2.888889,1.388889,1000-12000
MVDR,projector,1,bubble 01 3000Hz .wav,0.699427,0.083333,0.305556,1000-12000
MUSIC,projector,1,bubble 01 3000Hz .wav,0.650261,0.611111,0.777778,1000-12000
MUSIC_CSDM,projector,1,bubble 01 3000Hz .wav,0.722222,0.000000,0.277778,1000-12000
CBF,projector,1,bubble 02 3000Hz .wav,2.914947,2.888889,1.388889,1000-12000
MVDR,projector,1,bubble 02 3000Hz .wav,0.699427,0.083333,0.305556,1000-12000
MUSIC,projector,1,bubble 02 3000Hz .wav,1.805556,-0.444444,2.750000,1000-12000
MUSIC_CSDM,projector,1,bubble 02 3000Hz .wav,0.722222,0.000000,0.277778,1000-12000
CBF,projector,1,bubble 03 3000Hz .wav,2.914947,2.888889,1.388889,1000-12000
MVDR,projector,1,bubble 03 3000Hz .wav,0.699427,0.083333,0.305556,1000-12000
MUSIC,projector,1,bubble 03 3000Hz .wav,1.047115,-0.388889,1.972222,1000-12000
MUSIC_CSDM,projector,1,bubble 03 3000Hz .wav,0.750514,0.027778,0.250000,1000-12000
CBF,projector,1,bubble 04 3000Hz .wav,2.914947,2.888889,1.388889,1000-12000
MVDR,projector,1,bubble 04 3000Hz .wav,0.699427,0.083333,0.305556,1000-12000
MUSIC,projector,1,bubble 04 3000Hz .wav,0.997296,-0.222222,0.027778,1000-12000
MUSIC_CSDM,projector,1,bubble 04 3000Hz .wav,0.722222,0.000000,0.277778,1000-12000
CBF,projector,1,bubble 05 3000Hz .wav,2.914947,2.888889,1.388889,1000-12000
MVDR,projector,1,bubble 05 3000Hz .wav,0.699427,0.083333,0.305556,1000-12000
MUSIC,projector,1,bubble 05 3000Hz .wav,0.492223,-0.138889,0.527778,1000-12000
MUSIC_CSDM,projector,1,bubble 05 3000Hz .wav,0.611742,0.027778,0.388889,1000-12000
CBF,projector,1,bubble 06 3000Hz .wav,2.914947,2.888889,1.388889,1000-12000
MVDR,projector,1,bubble 06 3000Hz .wav,0.699427,0.083333,0.305556,1000-12000
MUSIC,projector,1,bubble 06 3000Hz .wav,1.044164,0.500000,0.083333,1000-12000
MUSIC_CSDM,projector,1,bubble 06 3000Hz .wav,2.832380,2.805556,0.611111,1000-12000
CBF,projector,1,bubble 07 3000Hz .wav,2.914947,2.888889,1.388889,1000-12000
MVDR,projector,1,bubble 07 3000Hz .wav,0.699427,0.083333,0.305556,1000-12000
MUSIC,projector,1,bubble 07 3000Hz .wav,0.569952,-0.416667,0.611111,1000-12000
MUSIC_CSDM,projector,1,bubble 07 3000Hz .wav,3.311153,2.861111,2.666667,1000-12000
CBF,projector,1,bubble 08 3000Hz .wav,2.914947,2.888889,1.388889,1000-12000
MVDR,projector,1,bubble 08 3000Hz .wav,0.699427,0.083333,0.305556,1000-12000
MUSIC,projector,1,bubble 08 3000Hz .wav,3.135938,2.583333,2.777778,1000-12000
MUSIC_CSDM,projector,1,bubble 08 3000Hz .wav,5.217566,2.777778,5.416667,1000-12000
CBF,projector,1,bubble 09 3000Hz .wav,2.914947,2.888889,1.388889,1000-12000
MVDR,projector,1,bubble 09 3000Hz .wav,0.699427,0.083333,0.305556,1000-12000
MUSIC,projector,1,bubble 09 3000Hz .wav,0.392837,-0.388889,0.944444,1000-12000
MUSIC_CSDM,projector,1,bubble 09 3000Hz .wav,2.828700,2.805556,1.361111,1000-12000
CBF,projector,1,bubble 10 3000Hz .wav,2.914947,2.888889,1.388889,1000-12000
MVDR,projector,1,bubble 10 3000Hz .wav,0.699427,0.083333,0.305556,1000-12000
MUSIC,projector,1,bubble 10 3000Hz .wav,0.385901,-0.333333,1.194444,1000-12000
MUSIC_CSDM,projector,1,bubble 10 3000Hz .wav,3.108133,2.833333,2.277778,1000-12000
CBF,projector,1,bubble 11 3000Hz .wav,2.914947,2.888889,1.388889,1000-12000
MVDR,projector,1,bubble 11 3000Hz .wav,0.699427,0.083333,0.305556,1000-12000
MUSIC,projector,1,bubble 11 3000Hz .wav,0.828691,-0.638889,0.472222,1000-12000
MUSIC_CSDM,projector,1,bubble 11 3000Hz .wav,3.259364,2.833333,2.611111,1000-12000
CBF,projector,1,bubble 12 3000Hz .wav,2.914947,2.888889,1.388889,1000-12000
MVDR,projector,1,bubble 12 3000Hz .wav,0.699427,0.083333,0.305556,1000-12000
MUSIC,projector,1,bubble 12 3000Hz .wav,1.490712,1.333333,1.666667,1000-12000
MUSIC_CSDM,projector,1,bubble 12 3000Hz .wav,3.023570,2.833333,2.055556,1000-12000
CBF,projector,1,bubble 13 3000Hz .wav,2.914947,2.888889,1.388889,1000-12000
MVDR,projector,1,bubble 13 3000Hz .wav,0.699427,0.083333,0.305556,1000-12000
MUSIC,projector,1,bubble 13 3000Hz .wav,0.862454,0.222222,1.833333,1000-12000
MUSIC_CSDM,projector,1,bubble 13 3000Hz .wav,2.805693,2.805556,1.027778,1000-12000
CBF,projector,1,bubble 14 3000Hz .wav,2.914947,2.888889,1.388889,1000-12000
MVDR,projector,1,bubble 14 3000Hz .wav,0.699427,0.083333,0.305556,1000-12000
MUSIC,projector,1,bubble 14 3000Hz .wav,0.473039,-0.472222,1.027778,1000-12000
MUSIC_CSDM,projector,1,bubble 14 3000Hz .wav,2.836327,2.805556,1.416667,1000-12000
CBF,projector,1,bubble 15 3000Hz .wav,2.914947,2.888889,1.388889,1000-12000
MVDR,projector,1,bubble 15 3000Hz .wav,0.699427,0.083333,0.305556,1000-12000
MUSIC,projector,1,bubble 15 3000Hz .wav,1.717961,1.666667,0.583333,1000-12000
MUSIC_CSDM,projector,1,bubble 15 3000Hz .wav,2.804868,2.777778,1.388889,1000-12000
CBF,projector,1,bubble 16 3000Hz .wav,2.914947,2.888889,1.388889,1000-12000
MVDR,projector,1,bubble 16 3000Hz .wav,0.699427,0.083333,0.305556,1000-12000
MUSIC,projector,1,bubble 16 3000Hz .wav,1.556795,1.500000,1.416667,1000-12000
MUSIC_CSDM,projector,1,bubble 16 3000Hz .wav,2.825288,2.805556,1.333333,1000-12000
CBF,projector,1,bubble 17 3000Hz .wav,2.946278,2.916667,1.416667,1000-12000
MVDR,projector,1,bubble 17 3000Hz .wav,0.699427,0.083333,0.305556,1000-12000
MUSIC,projector,1,bubble 17 3000Hz .wav,1.130730,-0.527778,2.000000,1000-12000
MUSIC_CSDM,projector,1,bubble 17 3000Hz .wav,2.822146,2.805556,1.305556,1000-12000
CBF,projector,1,bubble 18 3000Hz .wav,2.946278,2.916667,1.416667,1000-12000
MVDR,projector,1,bubble 18 3000Hz .wav,0.699427,0.083333,0.305556,1000-12000
MUSIC,projector,1,bubble 18 3000Hz .wav,1.024394,-1.000000,0.777778,1000-12000
MUSIC_CSDM,projector,1,bubble 18 3000Hz .wav,2.027968,-1.861111,1.805556,1000-12000
CBF,projector,1,bubble 19 3000Hz .wav,2.946278,2.916667,1.416667,1000-12000
MVDR,projector,1,bubble 19 3000Hz .wav,0.699427,0.083333,0.305556,1000-12000
MUSIC,projector,1,bubble 19 3000Hz .wav,0.933763,-0.361111,0.138889,1000-12000
MUSIC_CSDM,projector,1,bubble 19 3000Hz .wav,2.006548,-1.861111,1.750000,1000-12000
CBF,projector,1,bubble 20 3000Hz .wav,2.946278,2.916667,1.416667,1000-12000
MVDR,projector,1,bubble 20 3000Hz .wav,0.699427,0.083333,0.305556,1000-12000
MUSIC,projector,1,bubble 20 3000Hz .wav,1.702621,-1.416667,1.944444,1000-12000
MUSIC_CSDM,projector,1,bubble 20 3000Hz .wav,2.017095,-1.861111,1.777778,1000-12000
CBF,projector,2,bubble 01 3000Hz .wav,0.027778,0.000000,1.972222,1000-12000
MVDR,projector,2,bubble 01 3000Hz .wav,0.290009,-0.083333,1.722222,1000-12000
MUSIC,projector,2,bubble 01 3000Hz .wav,0.722756,-0.027778,1.277778,1000-12000
MUSIC_CSDM,projector,2,bubble 01 3000Hz .wav,0.473039,-0.027778,2.472222,1000-12000
CBF,projector,2,bubble 02 3000Hz .wav,0.027778,0.000000,1.972222,1000-12000
MVDR,projector,2,bubble 02 3000Hz .wav,0.316715,-0.083333,1.694444,1000-12000
MUSIC,projector,2,bubble 02 3000Hz .wav,0.835183,-0.055556,1.166667,1000-12000
MUSIC_CSDM,projector,2,bubble 02 3000Hz .wav,4.000386,-0.055556,6.000000,1000-12000
CBF,projector,2,bubble 03 3000Hz .wav,0.055556,0.000000,1.944444,1000-12000
MVDR,projector,2,bubble 03 3000Hz .wav,0.316715,-0.083333,1.694444,1000-12000
MUSIC,projector,2,bubble 03 3000Hz .wav,4.003471,-0.166667,6.000000,1000-12000
MUSIC_CSDM,projector,2,bubble 03 3000Hz .wav,4.000386,-0.055556,6.000000,1000-12000
CBF,projector,2,bubble 04 3000Hz .wav,0.027778,0.000000,1.972222,1000-12000
MVDR,projector,2,bubble 04 3000Hz .wav,0.316715,-0.083333,1.694444,1000-12000
MUSIC,projector,2,bubble 04 3000Hz .wav,1.958087,1.666667,0.972222,1000-12000
MUSIC_CSDM,projector,2,bubble 04 3000Hz .wav,4.000386,-0.055556,6.000000,1000-12000
CBF,projector,2,bubble 05 3000Hz .wav,0.027778,0.000000,1.972222,1000-12000
MVDR,projector,2,bubble 05 3000Hz .wav,0.343592,-0.083333,1.666667,1000-12000
MUSIC,projector,2,bubble 05 3000Hz .wav,3.314996,-0.250000,5.305556,1000-12000
MUSIC_CSDM,projector,2,bubble 05 3000Hz .wav,4.000386,-0.055556,6.000000,1000-12000
CBF,projector,2,bubble 06 3000Hz .wav,0.027778,0.000000,1.972222,1000-12000
MVDR,projector,2,bubble 06 3000Hz .wav,0.343592,-0.083333,1.666667,1000-12000
MUSIC,projector,2,bubble 06 3000Hz .wav,0.447903,0.388889,2.222222,1000-12000
MUSIC_CSDM,projector,2,bubble 06 3000Hz .wav,4.000868,-0.083333,6.000000,1000-12000
CBF,projector,2,bubble 07 3000Hz .wav,0.027778,0.000000,1.972222,1000-12000
MVDR,projector,2,bubble 07 3000Hz .wav,0.370602,-0.083333,1.638889,1000-12000
MUSIC,projector,2,bubble 07 3000Hz .wav,0.216951,-0.138889,2.166667,1000-12000
MUSIC_CSDM,projector,2,bubble 07 3000Hz .wav,4.000386,-0.055556,6.000000,1000-12000
CBF,projector,2,bubble 08 3000Hz .wav,0.027778,0.000000,1.972222,1000-12000
MVDR,projector,2,bubble 08 3000Hz .wav,0.370602,-0.083333,1.638889,1000-12000
MUSIC,projector,2,bubble 08 3000Hz .wav,0.695000,-0.694444,1.972222,1000-12000
MUSIC_CSDM,projector,2,bubble 08 3000Hz .wav,4.000868,-0.083333,6.000000,1000-12000
CBF,projector,2,bubble 09 3000Hz .wav,0.027778,0.000000,1.972222,1000-12000
MVDR,projector,2,bubble 09 3000Hz .wav,0.397717,-0.083333,1.611111,1000-12000
MUSIC,projector,2,bubble 09 3000Hz .wav,0.572654,-0.138889,2.555556,1000-12000
MUSIC_CSDM,projector,2,bubble 09 3000Hz .wav,4.000868,-0.083333,6.000000,1000-12000
CBF,projector,2,bubble 10 3000Hz .wav,1.764709,0.833333,0.444444,1000-12000
MVDR,projector,2,bubble 10 3000Hz .wav,0.397717,-0.083333,1.611111,1000-12000
MUSIC,projector,2,bubble 10 3000Hz .wav,0.969042,-0.444444,1.138889,1000-12000
MUSIC_CSDM,projector,2,bubble 10 3000Hz .wav,4.000386,-0.055556,6.000000,1000-12000
CBF,projector,2,bubble 11 3000Hz .wav,1.764709,0.833333,0.444444,1000-12000
MVDR,projector,2,bubble 11 3000Hz .wav,0.431227,-0.111111,1.583333,1000-12000
MUSIC,projector,2,bubble 11 3000Hz .wav,2.380800,2.361111,1.694444,1000-12000
MUSIC_CSDM,projector,2,bubble 11 3000Hz .wav,4.000386,-0.055556,6.000000,1000-12000
CBF,projector,2,bubble 12 3000Hz .wav,1.764709,0.833333,0.444444,1000-12000
MVDR,projector,2,bubble 12 3000Hz .wav,0.431227,-0.111111,1.583333,1000-12000
MUSIC,projector,2,bubble 12 3000Hz .wav,0.782229,-0.777778,2.083333,1000-12000
MUSIC_CSDM,projector,2,bubble 12 3000Hz .wav,3.500992,-0.083333,5.500000,1000-12000
CBF,projector,2,bubble 13 3000Hz .wav,1.764709,0.833333,0.444444,1000-12000
MVDR,projector,2,bubble 13 3000Hz .wav,0.458123,-0.111111,1.555556,1000-12000
MUSIC,projector,2,bubble 13 3000Hz .wav,1.347437,0.333333,0.694444,1000-12000
MUSIC_CSDM,projector,2,bubble 13 3000Hz .wav,4.000386,-0.055556,6.000000,1000-12000
CBF,projector,2,bubble 14 3000Hz .wav,1.751763,0.805556,0.444444,1000-12000
MVDR,projector,2,bubble 14 3000Hz .wav,0.458123,-0.111111,1.555556,1000-12000
MUSIC,projector,2,bubble 14 3000Hz .wav,1.186667,-0.416667,0.888889,1000-12000
MUSIC_CSDM,projector,2,bubble 14 3000Hz .wav,0.668977,-0.055556,2.666667,1000-12000
CBF,projector,2,bubble 15 3000Hz .wav,1.751763,0.805556,0.444444,1000-12000
MVDR,projector,2,bubble 15 3000Hz .wav,0.458123,-0.111111,1.555556,1000-12000
MUSIC,projector,2,bubble 15 3000Hz .wav,1.444712,-1.138889,1.111111,1000-12000
MUSIC_CSDM,projector,2,bubble 15 3000Hz .wav,4.000868,-0.083333,6.000000,1000-12000
CBF,projector,2,bubble 16 3000Hz .wav,1.751763,0.805556,0.444444,1000-12000
MVDR,projector,2,bubble 16 3000Hz .wav,0.485118,-0.111111,1.527778,1000-12000
MUSIC,projector,2,bubble 16 3000Hz .wav,1.768203,1.222222,0.722222,1000-12000
MUSIC_CSDM,projector,2,bubble 16 3000Hz .wav,4.000386,-0.055556,6.000000,1000-12000
CBF,projector,2,bubble 17 3000Hz .wav,1.751763,0.805556,0.444444,1000-12000
MVDR,projector,2,bubble 17 3000Hz .wav,0.485118,-0.111111,1.527778,1000-12000
MUSIC,projector,2,bubble 17 3000Hz .wav,4.004723,-0.194444,6.000000,1000-12000
MUSIC_CSDM,projector,2,bubble 17 3000Hz .wav,3.417683,-0.083333,5.416667,1000-12000
CBF,projector,2,bubble 18 3000Hz .wav,1.689885,0.722222,0.472222,1000-12000
MVDR,projector,2,bubble 18 3000Hz .wav,0.485118,-0.111111,1.527778,1000-12000
MUSIC,projector,2,bubble 18 3000Hz .wav,1.195736,1.027778,1.388889,1000-12000
MUSIC_CSDM,projector,2,bubble 18 3000Hz .wav,4.000386,-0.055556,6.000000,1000-12000
CBF,projector,2,bubble 19 3000Hz .wav,1.678201,0.694444,0.472222,1000-12000
MVDR,projector,2,bubble 19 3000Hz .wav,0.518932,-0.138889,1.500000,1000-12000
MUSIC,projector,2,bubble 19 3000Hz .wav,2.230021,1.416667,0.277778,1000-12000
MUSIC_CSDM,projector,2,bubble 19 3000Hz .wav,4.000868,-0.083333,6.000000,1000-12000
CBF,projector,2,bubble 20 3000Hz .wav,0.039284,-0.027778,2.027778,1000-12000
MVDR,projector,2,bubble 20 3000Hz .wav,0.518932,-0.138889,1.500000,1000-12000
MUSIC,projector,2,bubble 20 3000Hz .wav,0.722756,-0.722222,1.972222,1000-12000
MUSIC_CSDM,projector,2,bubble 20 3000Hz .wav,3.834239,-0.083333,5.833333,1000-12000
CBF,projector,3,bubble 01 3000Hz .wav,1.083333,0.000000,1.916667,1000-12000
MVDR,projector,3,bubble 01 3000Hz .wav,0.639492,-0.027778,2.361111,1000-12000
MUSIC,projector,3,bubble 01 3000Hz .wav,2.997556,0.388889,5.972222,1000-12000
MUSIC_CSDM,projector,3,bubble 01 3000Hz .wav,2.037458,0.888889,4.833333,1000-12000
CBF,projector,3,bubble 02 3000Hz .wav,1.083333,0.000000,1.916667,1000-12000
MVDR,projector,3,bubble 02 3000Hz .wav,0.639492,-0.027778,2.361111,1000-12000
MUSIC,projector,3,bubble 02 3000Hz .wav,2.254283,-0.861111,0.916667,1000-12000
MUSIC_CSDM,projector,3,bubble 02 3000Hz .wav,0.444444,0.000000,2.555556,1000-12000
CBF,projector,3,bubble 03 3000Hz .wav,1.083333,0.000000,1.916667,1000-12000
MVDR,projector,3,bubble 03 3000Hz .wav,0.639492,-0.027778,2.361111,1000-12000
MUSIC,projector,3,bubble 03 3000Hz .wav,1.210168,0.194444,1.805556,1000-12000
MUSIC_CSDM,projector,3,bubble 03 3000Hz .wav,2.897024,-0.722222,0.194444,1000-12000
CBF,projector,3,bubble 04 3000Hz .wav,1.083333,0.000000,1.916667,1000-12000
MVDR,projector,3,bubble 04 3000Hz .wav,0.639492,-0.027778,2.361111,1000-12000
MUSIC,projector,3,bubble 04 3000Hz .wav,3.260785,-3.000000,1.722222,1000-12000
MUSIC_CSDM,projector,3,bubble 04 3000Hz .wav,1.458267,0.944444,1.888889,1000-12000
CBF,projector,3,bubble 05 3000Hz .wav,1.083333,0.000000,1.916667,1000-12000
MVDR,projector,3,bubble 05 3000Hz .wav,0.639492,-0.027778,2.361111,1000-12000
MUSIC,projector,3,bubble 05 3000Hz .wav,2.236758,0.555556,0.833333,1000-12000
MUSIC_CSDM,projector,3,bubble 05 3000Hz .wav,2.987887,-1.027778,0.194444,1000-12000
CBF,projector,3,bubble 06 3000Hz .wav,1.083333,0.000000,1.916667,1000-12000
MVDR,projector,3,bubble 06 3000Hz .wav,0.639492,-0.027778,2.361111,1000-12000
MUSIC,projector,3,bubble 06 3000Hz .wav,1.021376,0.944444,3.388889,1000-12000
MUSIC_CSDM,projector,3,bubble 06 3000Hz .wav,1.527778,0.916667,4.222222,1000-12000
CBF,projector,3,bubble 07 3000Hz .wav,1.083333,0.000000,1.916667,1000-12000
MVDR,projector,3,bubble 07 3000Hz .wav,0.639492,-0.027778,2.361111,1000-12000
MUSIC,projector,3,bubble 07 3000Hz .wav,3.005268,0.444444,0.027778,1000-12000
MUSIC_CSDM,projector,3,bubble 07 3000Hz .wav,0.762752,-0.416667,2.361111,1000-12000
CBF,projector,3,bubble 08 3000Hz .wav,1.083333,0.000000,1.916667,1000-12000
MVDR,projector,3,bubble 08 3000Hz .wav,0.639492,-0.027778,2.361111,1000-12000
MUSIC,projector,3,bubble 08 3000Hz .wav,2.530219,-0.111111,0.472222,1000-12000
MUSIC_CSDM,projector,3,bubble 08 3000Hz .wav,3.546212,2.694444,5.305556,1000-12000
CBF,projector,3,bubble 09 3000Hz .wav,1.083333,0.000000,1.916667,1000-12000
MVDR,projector,3,bubble 09 3000Hz .wav,0.639492,-0.027778,2.361111,1000-12000
MUSIC,projector,3,bubble 09 3000Hz .wav,2.501389,-0.083333,0.500000,1000-12000
MUSIC_CSDM,projector,3,bubble 09 3000Hz .wav,2.173955,0.972222,4.944444,1000-12000
CBF,projector,3,bubble 10 3000Hz .wav,1.083333,0.000000,1.916667,1000-12000
MVDR,projector,3,bubble 10 3000Hz .wav,0.639492,-0.027778,2.361111,1000-12000
MUSIC,projector,3,bubble 10 3000Hz .wav,1.064654,0.277778,1.972222,1000-12000
MUSIC_CSDM,projector,3,bubble 10 3000Hz .wav,3.017567,1.111111,0.194444,1000-12000
CBF,projector,3,bubble 11 3000Hz .wav,1.083333,0.000000,1.916667,1000-12000
MVDR,projector,3,bubble 11 3000Hz .wav,0.639492,-0.027778,2.361111,1000-12000
MUSIC,projector,3,bubble 11 3000Hz .wav,3.405243,2.833333,1.111111,1000-12000
MUSIC_CSDM,projector,3,bubble 11 3000Hz .wav,1.664814,-0.722222,1.500000,1000-12000
CBF,projector,3,bubble 12 3000Hz .wav,1.083333,0.000000,1.916667,1000-12000
MVDR,projector,3,bubble 12 3000Hz .wav,0.639492,-0.027778,2.361111,1000-12000
MUSIC,projector,3,bubble 12 3000Hz .wav,3.001157,-3.000000,2.916667,1000-12000
MUSIC_CSDM,projector,3,bubble 12 3000Hz .wav,1.931305,-1.472222,4.250000,1000-12000
CBF,projector,3,bubble 13 3000Hz .wav,1.083333,0.000000,1.916667,1000-12000
MVDR,projector,3,bubble 13 3000Hz .wav,0.639492,-0.027778,2.361111,1000-12000
MUSIC,projector,3,bubble 13 3000Hz .wav,3.183678,-1.555556,0.222222,1000-12000
MUSIC_CSDM,projector,3,bubble 13 3000Hz .wav,3.232980,-2.083333,0.527778,1000-12000
CBF,projector,3,bubble 14 3000Hz .wav,1.083333,0.000000,1.916667,1000-12000
MVDR,projector,3,bubble 14 3000Hz .wav,0.639492,-0.027778,2.361111,1000-12000
MUSIC,projector,3,bubble 14 3000Hz .wav,2.304886,-2.250000,2.500000,1000-12000
MUSIC_CSDM,projector,3,bubble 14 3000Hz .wav,2.530219,-0.111111,0.472222,1000-12000
CBF,projector,3,bubble 15 3000Hz .wav,1.083333,0.000000,1.916667,1000-12000
MVDR,projector,3,bubble 15 3000Hz .wav,0.639492,-0.027778,2.361111,1000-12000
MUSIC,projector,3,bubble 15 3000Hz .wav,2.639474,0.055556,0.361111,1000-12000
MUSIC_CSDM,projector,3,bubble 15 3000Hz .wav,2.689859,1.555556,0.805556,1000-12000
CBF,projector,3,bubble 16 3000Hz .wav,1.083333,0.000000,1.916667,1000-12000
