algorithm,signal_type,distance_m,sample_id,error_m,est_x_m,est_y_m,freq_band_Hz
CBF,projector,1,bubble 06 9000Hz .wav,2.222222,0.000000,3.222222,1000-12000
MVDR,projector,1,bubble 06 9000Hz .wav,0.087841,-0.027778,0.916667,1000-12000
MUSIC,projector,1,bubble 06 9000Hz .wav,0.141639,-0.027778,0.861111,1000-12000
MUSIC_CSDM,projector,1,bubble 06 9000Hz .wav,0.196419,-0.027778,0.805556,1000-12000
CBF,projector,1,bubble 07 9000Hz .wav,2.222222,0.000000,3.222222,1000-12000
MVDR,projector,1,bubble 07 9000Hz .wav,0.087841,-0.027778,0.916667,1000-12000
MUSIC,projector,1,bubble 07 9000Hz .wav,0.306816,-0.027778,0.694444,1000-12000
MUSIC_CSDM,projector,1,bubble 07 9000Hz .wav,3.362144,-0.083333,4.361111,1000-12000
CBF,projector,1,bubble 08 9000Hz .wav,2.222222,0.000000,3.222222,1000-12000
MVDR,projector,1,bubble 08 9000Hz .wav,0.087841,-0.027778,0.916667,1000-12000
MUSIC,projector,1,bubble 08 9000Hz .wav,2.671581,-0.416667,3.638889,1000-12000
MUSIC_CSDM,projector,1,bubble 08 9000Hz .wav,0.196419,-0.027778,0.805556,1000-12000
CBF,projector,1,bubble 09 9000Hz .wav,2.222222,0.000000,3.222222,1000-12000
MVDR,projector,1,bubble 09 9000Hz .wav,0.087841,-0.027778,0.916667,1000-12000
MUSIC,projector,1,bubble 09 9000Hz .wav,2.732548,2.611111,1.805556,1000-12000
MUSIC_CSDM,projector,1,bubble 09 9000Hz .wav,0.196419,-0.027778,0.805556,1000-12000
CBF,projector,1,bubble 10 9000Hz .wav,2.222222,0.000000,3.222222,1000-12000
MVDR,projector,1,bubble 10 9000Hz .wav,0.087841,-0.027778,0.916667,1000-12000
MUSIC,projector,1,bubble 10 9000Hz .wav,0.616767,0.611111,0.916667,1000-12000
MUSIC_CSDM,projector,1,bubble 10 9000Hz .wav,0.196419,-0.027778,0.805556,1000-12000
CBF,projector,1,bubble 11 9000Hz .wav,2.222222,0.000000,3.222222,1000-12000
MVDR,projector,1,bubble 11 9000Hz .wav,0.087841,-0.027778,0.916667,1000-12000
MUSIC,projector,1,bubble 11 9000Hz .wav,2.515385,-1.833333,2.722222,1000-12000
MUSIC_CSDM,projector,1,bubble 11 9000Hz .wav,3.139995,-0.083333,4.138889,1000-12000
CBF,projector,1,bubble 12 9000Hz .wav,2.222222,0.000000,3.222222,1000-12000
MVDR,projector,1,bubble 12 9000Hz .wav,0.087841,-0.027778,0.916667,1000-12000
MUSIC,projector,1,bubble 12 9000Hz .wav,1.518660,-0.972222,2.166667,1000-12000
MUSIC_CSDM,projector,1,bubble 12 9000Hz .wav,0.890623,-0.055556,1.888889,1000-12000
CBF,projector,1,bubble 13 9000Hz .wav,2.222222,0.000000,3.222222,1000-12000
MVDR,projector,1,bubble 13 9000Hz .wav,0.087841,-0.027778,0.916667,1000-12000
MUSIC,projector,1,bubble 13 9000Hz .wav,0.975392,-0.916667,1.333333,1000-12000
MUSIC_CSDM,projector,1,bubble 13 9000Hz .wav,0.890623,-0.055556,1.888889,1000-12000
CBF,projector,1,bubble 14 9000Hz .wav,2.222222,0.000000,3.222222,1000-12000
MVDR,projector,1,bubble 14 9000Hz .wav,0.087841,-0.027778,0.916667,1000-12000
MUSIC,projector,1,bubble 14 9000Hz .wav,3.129041,-1.805556,3.555556,1000-12000
MUSIC_CSDM,projector,1,bubble 14 9000Hz .wav,3.167763,-0.083333,4.166667,1000-12000
CBF,projector,1,bubble 15 9000Hz .wav,2.222222,0.000000,3.222222,1000-12000
MVDR,projector,1,bubble 15 9000Hz .wav,0.114531,-0.027778,0.888889,1000-12000
MUSIC,projector,1,bubble 15 9000Hz .wav,2.279979,0.861111,3.111111,1000-12000
MUSIC_CSDM,projector,1,bubble 15 9000Hz .wav,0.890623,-0.055556,1.888889,1000-12000
CBF,projector,1,bubble 16 9000Hz .wav,2.222222,0.000000,3.222222,1000-12000
MVDR,projector,1,bubble 16 9000Hz .wav,0.114531,-0.027778,0.888889,1000-12000
MUSIC,projector,1,bubble 16 9000Hz .wav,1.917472,-1.916667,1.055556,1000-12000
MUSIC_CSDM,projector,1,bubble 16 9000Hz .wav,0.862901,-0.055556,1.861111,1000-12000
CBF,projector,1,bubble 17 9000Hz .wav,2.222222,0.000000,3.222222,1000-12000
MVDR,projector,1,bubble 17 9000Hz .wav,0.114531,-0.027778,0.888889,1000-12000
MUSIC,projector,1,bubble 17 9000Hz .wav,2.236068,-1.000000,3.000000,1000-12000
MUSIC_CSDM,projector,1,bubble 17 9000Hz .wav,3.028287,-0.055556,4.027778,1000-12000
CBF,projector,1,bubble 18 9000Hz .wav,2.222222,0.000000,3.222222,1000-12000
MVDR,projector,1,bubble 18 9000Hz .wav,2.361765,-0.055556,3.361111,1000-12000
MUSIC,projector,1,bubble 18 9000Hz .wav,2.149146,-0.972222,2.916667,1000-12000
MUSIC_CSDM,projector,1,bubble 18 9000Hz .wav,3.083834,-0.055556,4.083333,1000-12000
CBF,projector,1,bubble 19 9000Hz .wav,2.222222,0.000000,3.222222,1000-12000
MVDR,projector,1,bubble 19 9000Hz .wav,2.361765,-0.055556,3.361111,1000-12000
MUSIC,projector,1,bubble 19 9000Hz .wav,2.828700,0.861111,3.694444,1000-12000
MUSIC_CSDM,projector,1,bubble 19 9000Hz .wav,2.583931,-0.055556,3.583333,1000-12000
CBF,projector,1,bubble 20 9000Hz .wav,2.222222,0.000000,3.222222,1000-12000
MVDR,projector,1,bubble 20 9000Hz .wav,2.361765,-0.055556,3.361111,1000-12000
MUSIC,projector,1,bubble 20 9000Hz .wav,0.711458,0.444444,1.555556,1000-12000
MUSIC_CSDM,projector,1,bubble 20 9000Hz .wav,2.556159,-0.055556,3.555556,1000-12000
CBF,projector,2,bubble 01 9000Hz .wav,1.148335,0.611111,1.027778,1000-12000
MVDR,projector,2,bubble 01 9000Hz .wav,1.611351,1.305556,1.055556,1000-12000
MUSIC,projector,2,bubble 01 9000Hz .wav,0.890623,-0.055556,1.111111,1000-12000
MUSIC_CSDM,projector,2,bubble 01 9000Hz .wav,4.013865,-0.333333,6.000000,1000-12000
CBF,projector,2,bubble 02 9000Hz .wav,1.148335,0.611111,1.027778,1000-12000
MVDR,projector,2,bubble 02 9000Hz .wav,1.611351,1.305556,1.055556,1000-12000
MUSIC,projector,2,bubble 02 9000Hz .wav,2.923141,-0.194444,4.916667,1000-12000
MUSIC_CSDM,projector,2,bubble 02 9000Hz .wav,4.013865,-0.333333,6.000000,1000-12000
CBF,projector,2,bubble 03 9000Hz .wav,1.148335,0.611111,1.027778,1000-12000
MVDR,projector,2,bubble 03 9000Hz .wav,1.611351,1.305556,1.055556,1000-12000
MUSIC,projector,2,bubble 03 9000Hz .wav,3.873183,0.305556,5.861111,1000-12000
MUSIC_CSDM,projector,2,bubble 03 9000Hz .wav,1.766675,-0.500000,0.305556,1000-12000
CBF,projector,2,bubble 04 9000Hz .wav,1.148335,0.611111,1.027778,1000-12000
MVDR,projector,2,bubble 04 9000Hz .wav,1.611351,1.305556,1.055556,1000-12000
MUSIC,projector,2,bubble 04 9000Hz .wav,4.011654,0.305556,6.000000,1000-12000
MUSIC_CSDM,projector,2,bubble 04 9000Hz .wav,0.641300,-0.055556,1.361111,1000-12000
CBF,projector,2,bubble 05 9000Hz .wav,1.148335,0.611111,1.027778,1000-12000
MVDR,projector,2,bubble 05 9000Hz .wav,1.611351,1.305556,1.055556,1000-12000
MUSIC,projector,2,bubble 05 9000Hz .wav,0.397717,-0.083333,1.611111,1000-12000
MUSIC_CSDM,projector,2,bubble 05 9000Hz .wav,1.766675,-0.500000,0.305556,1000-12000
CBF,projector,2,bubble 06 9000Hz .wav,1.148335,0.611111,1.027778,1000-12000
MVDR,projector,2,bubble 06 9000Hz .wav,1.595228,1.305556,1.083333,1000-12000
MUSIC,projector,2,bubble 06 9000Hz .wav,2.838231,-2.833333,1.833333,1000-12000
MUSIC_CSDM,projector,2,bubble 06 9000Hz .wav,0.613631,-0.055556,1.388889,1000-12000
CBF,projector,2,bubble 07 9000Hz .wav,1.148335,0.611111,1.027778,1000-12000
MVDR,projector,2,bubble 07 9000Hz .wav,1.595228,1.305556,1.083333,1000-12000
MUSIC,projector,2,bubble 07 9000Hz .wav,3.430303,0.305556,5.416667,1000-12000
MUSIC_CSDM,projector,2,bubble 07 9000Hz .wav,0.641300,-0.055556,1.361111,1000-12000
CBF,projector,2,bubble 08 9000Hz .wav,1.148335,0.611111,1.027778,1000-12000
MVDR,projector,2,bubble 08 9000Hz .wav,1.595228,1.305556,1.083333,1000-12000
MUSIC,projector,2,bubble 08 9000Hz .wav,1.670597,1.138889,0.777778,1000-12000
MUSIC_CSDM,projector,2,bubble 08 9000Hz .wav,0.613631,-0.055556,1.388889,1000-12000
CBF,projector,2,bubble 09 9000Hz .wav,1.148335,0.611111,1.027778,1000-12000
MVDR,projector,2,bubble 09 9000Hz .wav,1.595228,1.305556,1.083333,1000-12000
MUSIC,projector,2,bubble 09 9000Hz .wav,1.502313,0.083333,0.500000,1000-12000
MUSIC_CSDM,projector,2,bubble 09 9000Hz .wav,0.699427,-0.083333,1.305556,1000-12000
CBF,projector,2,bubble 10 9000Hz .wav,1.148335,0.611111,1.027778,1000-12000
MVDR,projector,2,bubble 10 9000Hz .wav,1.595228,1.305556,1.083333,1000-12000
MUSIC,projector,2,bubble 10 9000Hz .wav,3.230115,2.750000,3.694444,1000-12000
MUSIC_CSDM,projector,2,bubble 10 9000Hz .wav,0.699427,-0.083333,1.305556,1000-12000
CBF,projector,2,bubble 11 9000Hz .wav,1.148335,0.611111,1.027778,1000-12000
MVDR,projector,2,bubble 11 9000Hz .wav,1.595228,1.305556,1.083333,1000-12000
MUSIC,projector,2,bubble 11 9000Hz .wav,2.553441,0.972222,4.361111,1000-12000
MUSIC_CSDM,projector,2,bubble 11 9000Hz .wav,0.699427,-0.083333,1.305556,1000-12000
CBF,projector,2,bubble 12 9000Hz .wav,1.148335,0.611111,1.027778,1000-12000
MVDR,projector,2,bubble 12 9000Hz .wav,1.595228,1.305556,1.083333,1000-12000
MUSIC,projector,2,bubble 12 9000Hz .wav,1.649916,1.166667,0.833333,1000-12000
MUSIC_CSDM,projector,2,bubble 12 9000Hz .wav,1.699673,0.333333,0.333333,1000-12000
CBF,projector,2,bubble 13 9000Hz .wav,1.148335,0.611111,1.027778,1000-12000
MVDR,projector,2,bubble 13 9000Hz .wav,1.595228,1.305556,1.083333,1000-12000
MUSIC,projector,2,bubble 13 9000Hz .wav,2.784575,-0.194444,4.777778,1000-12000
MUSIC_CSDM,projector,2,bubble 13 9000Hz .wav,1.699673,0.333333,0.333333,1000-12000
CBF,projector,2,bubble 14 9000Hz .wav,1.148335,0.611111,1.027778,1000-12000
MVDR,projector,2,bubble 14 9000Hz .wav,1.595228,1.305556,1.083333,1000-12000
MUSIC,projector,2,bubble 14 9000Hz .wav,3.087835,-0.166667,5.083333,1000-12000
MUSIC_CSDM,projector,2,bubble 14 9000Hz .wav,1.699673,0.333333,0.333333,1000-12000
CBF,projector,2,bubble 15 9000Hz .wav,1.148335,0.611111,1.027778,1000-12000
MVDR,projector,2,bubble 15 9000Hz .wav,1.595228,1.305556,1.083333,1000-12000
MUSIC,projector,2,bubble 15 9000Hz .wav,1.265033,-0.194444,3.250000,1000-12000
MUSIC_CSDM,projector,2,bubble 15 9000Hz .wav,0.872240,-0.861111,2.138889,1000-12000
CBF,projector,2,bubble 16 9000Hz .wav,1.148335,0.611111,1.027778,1000-12000
MVDR,projector,2,bubble 16 9000Hz .wav,1.595228,1.305556,1.083333,1000-12000
MUSIC,projector,2,bubble 16 9000Hz .wav,0.689986,0.444444,1.472222,1000-12000
MUSIC_CSDM,projector,2,bubble 16 9000Hz .wav,4.064678,-0.722222,6.000000,1000-12000
CBF,projector,2,bubble 17 9000Hz .wav,1.148335,0.611111,1.027778,1000-12000
MVDR,projector,2,bubble 17 9000Hz .wav,1.595228,1.305556,1.083333,1000-12000
MUSIC,projector,2,bubble 17 9000Hz .wav,0.571979,-0.277778,2.500000,1000-12000
MUSIC_CSDM,projector,2,bubble 17 9000Hz .wav,1.873508,-0.500000,0.194444,1000-12000
CBF,projector,2,bubble 18 9000Hz .wav,1.148335,0.611111,1.027778,1000-12000
MVDR,projector,2,bubble 18 9000Hz .wav,1.595228,1.305556,1.083333,1000-12000
MUSIC,projector,2,bubble 18 9000Hz .wav,2.248628,1.027778,0.000000,1000-12000
MUSIC_CSDM,projector,2,bubble 18 9000Hz .wav,1.873508,-0.500000,0.194444,1000-12000
CBF,projector,2,bubble 19 9000Hz .wav,1.148335,0.611111,1.027778,1000-12000
MVDR,projector,2,bubble 19 9000Hz .wav,1.595228,1.305556,1.083333,1000-12000
MUSIC,projector,2,bubble 19 9000Hz .wav,0.903525,-0.638889,1.361111,1000-12000
MUSIC_CSDM,projector,2,bubble 19 9000Hz .wav,1.873508,-0.500000,0.194444,1000-12000
CBF,projector,2,bubble 20 9000Hz .wav,1.476409,1.472222,2.111111,1000-12000
MVDR,projector,2,bubble 20 9000Hz .wav,1.595228,1.305556,1.083333,1000-12000
MUSIC,projector,2,bubble 20 9000Hz .wav,0.667823,0.472222,1.527778,1000-12000
MUSIC_CSDM,projector,2,bubble 20 9000Hz .wav,1.846752,-0.500000,0.222222,1000-12000
CBF,projector,3,bubble 01 9000Hz .wav,2.919972,0.583333,0.138889,1000-12000
MVDR,projector,3,bubble 01 9000Hz .wav,1.557786,-0.583333,1.555556,1000-12000
MUSIC,projector,3,bubble 01 9000Hz .wav,2.402577,-0.444444,0.638889,1000-12000
MUSIC_CSDM,projector,3,bubble 01 9000Hz .wav,2.444444,0.000000,0.555556,1000-12000
CBF,projector,3,bubble 02 9000Hz .wav,2.919972,0.583333,0.138889,1000-12000
MVDR,projector,3,bubble 02 9000Hz .wav,1.557786,-0.583333,1.555556,1000-12000
MUSIC,projector,3,bubble 02 9000Hz .wav,2.571508,2.527778,2.527778,1000-12000
MUSIC_CSDM,projector,3,bubble 02 9000Hz .wav,2.444444,0.000000,0.555556,1000-12000
CBF,projector,3,bubble 03 9000Hz .wav,2.919972,0.583333,0.138889,1000-12000
MVDR,projector,3,bubble 03 9000Hz .wav,1.557786,-0.583333,1.555556,1000-12000
MUSIC,projector,3,bubble 03 9000Hz .wav,1.749118,0.305556,1.277778,1000-12000
MUSIC_CSDM,projector,3,bubble 03 9000Hz .wav,2.444444,0.000000,0.555556,1000-12000
CBF,projector,3,bubble 04 9000Hz .wav,2.919972,0.583333,0.138889,1000-12000
MVDR,projector,3,bubble 04 9000Hz .wav,1.557786,-0.583333,1.555556,1000-12000
MUSIC,projector,3,bubble 04 9000Hz .wav,1.232908,-0.472222,1.861111,1000-12000
MUSIC_CSDM,projector,3,bubble 04 9000Hz .wav,2.444444,0.000000,0.555556,1000-12000
CBF,projector,3,bubble 05 9000Hz .wav,2.919972,0.583333,0.138889,1000-12000
MVDR,projector,3,bubble 05 9000Hz .wav,1.557786,-0.583333,1.555556,1000-12000
MUSIC,projector,3,bubble 05 9000Hz .wav,2.361111,2.138889,2.000000,1000-12000
MUSIC_CSDM,projector,3,bubble 05 9000Hz .wav,2.444444,0.000000,0.555556,1000-12000
CBF,projector,3,bubble 06 9000Hz .wav,2.919972,0.583333,0.138889,1000-12000
MVDR,projector,3,bubble 06 9000Hz .wav,1.557786,-0.583333,1.555556,1000-12000
MUSIC,projector,3,bubble 06 9000Hz .wav,1.383880,0.250000,1.638889,1000-12000
MUSIC_CSDM,projector,3,bubble 06 9000Hz .wav,2.444444,0.000000,0.555556,1000-12000
CBF,projector,3,bubble 07 9000Hz .wav,2.919972,0.583333,0.138889,1000-12000
MVDR,projector,3,bubble 07 9000Hz .wav,1.557786,-0.583333,1.555556,1000-12000
MUSIC,projector,3,bubble 07 9000Hz .wav,2.528388,-0.055556,0.472222,1000-12000
MUSIC_CSDM,projector,3,bubble 07 9000Hz .wav,2.444444,0.000000,0.555556,1000-12000
CBF,projector,3,bubble 08 9000Hz .wav,2.919972,0.583333,0.138889,1000-12000
MVDR,projector,3,bubble 08 9000Hz .wav,1.557786,-0.583333,1.555556,1000-12000
MUSIC,projector,3,bubble 08 9000Hz .wav,2.688137,1.055556,0.527778,1000-12000
MUSIC_CSDM,projector,3,bubble 08 9000Hz .wav,2.444444,0.000000,0.555556,1000-12000
CBF,projector,3,bubble 09 9000Hz .wav,2.892759,0.583333,0.166667,1000-12000
MVDR,projector,3,bubble 09 9000Hz .wav,1.557786,-0.583333,1.555556,1000-12000
MUSIC,projector,3,bubble 09 9000Hz .wav,1.466972,-0.472222,1.611111,1000-12000
MUSIC_CSDM,projector,3,bubble 09 9000Hz .wav,2.444444,0.000000,0.555556,1000-12000
CBF,projector,3,bubble 10 9000Hz .wav,2.919972,0.583333,0.138889,1000-12000
MVDR,projector,3,bubble 10 9000Hz .wav,1.557786,-0.583333,1.555556,1000-12000
MUSIC,projector,3,bubble 10 9000Hz .wav,0.279163,0.027778,2.722222,1000-12000
MUSIC_CSDM,projector,3,bubble 10 9000Hz .wav,2.444444,0.000000,0.555556,1000-12000
CBF,projector,3,bubble 11 9000Hz .wav,2.919972,0.583333,0.138889,1000-12000
MVDR,projector,3,bubble 11 9000Hz .wav,1.557786,-0.583333,1.555556,1000-12000
MUSIC,projector,3,bubble 11 9000Hz .wav,2.315407,1.166667,1.000000,1000-12000
MUSIC_CSDM,projector,3,bubble 11 9000Hz .wav,3.000129,0.027778,6.000000,1000-12000
CBF,projector,3,bubble 12 9000Hz .wav,2.919972,0.583333,0.138889,1000-12000
MVDR,projector,3,bubble 12 9000Hz .wav,1.583577,-0.583333,1.527778,1000-12000
MUSIC,projector,3,bubble 12 9000Hz .wav,0.062113,0.055556,2.972222,1000-12000
MUSIC_CSDM,projector,3,bubble 12 9000Hz .wav,3.000129,0.027778,6.000000,1000-12000
CBF,projector,3,bubble 13 9000Hz .wav,2.919972,0.583333,0.138889,1000-12000
MVDR,projector,3,bubble 13 9000Hz .wav,1.557786,-0.583333,1.555556,1000-12000
MUSIC,projector,3,bubble 13 9000Hz .wav,3.192995,1.166667,0.027778,1000-12000
MUSIC_CSDM,projector,3,bubble 13 9000Hz .wav,3.000000,0.000000,6.000000,1000-12000
CBF,projector,3,bubble 14 9000Hz .wav,2.919972,0.583333,0.138889,1000-12000
MVDR,projector,3,bubble 14 9000Hz .wav,1.557786,-0.583333,1.555556,1000-12000
MUSIC,projector,3,bubble 14 9000Hz .wav,1.725803,-0.111111,1.277778,1000-12000
MUSIC_CSDM,projector,3,bubble 14 9000Hz .wav,3.000000,0.000000,6.000000,1000-12000
CBF,projector,3,bubble 15 9000Hz .wav,2.919972,0.583333,0.138889,1000-12000
MVDR,projector,3,bubble 15 9000Hz .wav,1.557786,-0.583333,1.555556,1000-12000
MUSIC,projector,3,bubble 15 9000Hz .wav,2.538895,2.027778,1.472222,1000-12000
MUSIC_CSDM,projector,3,bubble 15 9000Hz .wav,3.000000,0.000000,6.000000,1000-12000
CBF,projector,3,bubble 16 9000Hz .wav,2.919972,0.583333,0.138889,1000-12000
MVDR,projector,3,bubble 16 9000Hz .wav,1.557786,-0.583333,1.555556,1000-12000
MUSIC,projector,3,bubble 16 9000Hz .wav,1.953945,0.500000,1.111111,1000-12000
MUSIC_CSDM,projector,3,bubble 16 9000Hz .wav,3.000129,-0.027778,6.000000,1000-12000
CBF,projector,3,bubble 17 9000Hz .wav,2.919972,0.583333,0.138889,1000-12000
MVDR,projector,3,bubble 17 9000Hz .wav,1.557786,-0.583333,1.555556,1000-12000
MUSIC,projector,3,bubble 17 9000Hz .wav,3.575681,2.583333,0.527778,1000-12000
MUSIC_CSDM,projector,3,bubble 17 9000Hz .wav,3.000129,-0.027778,6.000000,1000-12000
CBF,projector,3,bubble 18 9000Hz .wav,2.919972,0.583333,0.138889,1000-12000
MVDR,projector,3,bubble 18 9000Hz .wav,1.557786,-0.583333,1.555556,1000-12000
MUSIC,projector,3,bubble 18 9000Hz .wav,0.114531,0.111111,2.972222,1000-12000
MUSIC_CSDM,projector,3,bubble 18 9000Hz .wav,3.000129,-0.027778,6.000000,1000-12000
CBF,projector,3,bubble 19 9000Hz .wav,2.919972,0.583333,0.138889,1000-12000
MVDR,projector,3,bubble 19 9000Hz .wav,1.557786,-0.583333,1.555556,1000-12000
MUSIC,projector,3,bubble 19 9000Hz .wav,0.100154,0.055556,2.916667,1000-12000
MUSIC_CSDM,projector,3,bubble 19 9000Hz .wav,3.000514,-0.055556,6.000000,1000-12000
CBF,projector,3,bubble 20 9000Hz .wav,2.919972,0.583333,0.138889,1000-12000
MVDR,projector,3,bubble 20 9000Hz .wav,1.557786,-0.583333,1.555556,1000-12000
MUSIC,projector,3,bubble 20 9000Hz .wav,1.879880,-0.611111,1.222222,1000-12000
MUSIC_CSDM,projector,3,bubble 20 9000Hz .wav,3.000514,-0.055556,6.000000,1000-12000
